Species,MatchSpecies,Family,Indiv,Pos,SL,CBL_raw,alpha_Pos_raw,d_raw,D_Pos_raw,alpha_Ant_raw,D_Ant_raw,CBL,alpha_Pos,d,D_Pos,alpha_Ant,D_Ant,Pt1x,Pt1y,Pt2x,Pt2y,Pt3x,Pt3y,Pt4x,Pt4y,Pt5x,Pt5y,Pt6x,Pt6y,Pt7x,Pt7y,Body Shape,Habitat_Initial,Habitat_Friedman,Habitat_FishBase,Habitat,Water_Type,Max_BW_mm,BW_slide,Max_BH_mm,BH_slide,d_BW,D_Pos_BW,D_Ant_BW,SL/Max_BW,d_normCBL,Scan Media Number,DOI,ARK,URL,Website,Scan Source,Match species reference
Parophrys_vetulus,NA,NA,1,70,1003,22.06,1.57,3.19,15.53,1.45,15.17,0.022,89.9937,0.0032,0.0155,83.3555,0.0151,708.563,-112.009,705.462,-127.224,692.475,-108.616,689.762,-123.541,699.453,-117.843,699.14,-119.281,699.922,-116.187,NA,NA,benthic,demersal,benthic,marine,87.4095,293,408.983,453,0.036509698,0.177644252,0.173546063,11.47472529,0.144690907,M16733-31075,NA,ark:/87602/m4/M31075,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16733,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA
Parophrys_vetulus,NA,NA,1,80,1003,23.85,1.52,2.59,15.26,1.32,15.18,0.0238,87.2085,0.0026,0.0152,75.8051,0.0151,816.583,-137.043,812.683,-151.794,799.288,-133.312,795.389,-147.979,806.958,-142.127,806.758,-143.329,807.216,-140.781,NA,NA,benthic,demersal,benthic,marine,87.4095,293,408.983,453,0.029617321,0.174555975,0.173624138,11.47472529,0.108550442,M16733-31075,NA,ark:/87602/m4/M31075,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16733,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA
Parophrys_vetulus,NA,NA,1,90,1003,24.77,1.4,1.75,14.84,1.3,15.71,0.0247,80.0775,0.0017,0.0148,74.5101,0.0157,913.786,-162.719,909.547,-176.939,895.327,-157.332,890.999,-172.435,903.185,-167.374,903.042,-168.192,903.369,-166.474,NA,NA,benthic,demersal,benthic,marine,87.4095,293,408.983,453,0.020007474,0.169757063,0.179738977,11.47472529,0.070597811,M16733-31075,NA,ark:/87602/m4/M31075,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16733,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA
Symphysodon_discus,NA,NA,1,30,600,17.32,1.43,0,12.53,1.86,11.25,0.0289,81.9394,0,0.0209,106.5194,0.0188,217.923,396.206,213.577,384.458,206.979,398.46,202.633,388.079,208.669,391.62,208.669,391.62,208.669,391.62,NA,NA,benthopelagic,benthopelagic,demersal,freshwater,113.73,212,523.054,352,0,0.110138939,0.098953803,5.275652862,0,M43608-78963,NA,ark:/87602/m4/M78963,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43608,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA
Symphysodon_discus,NA,NA,1,40,600,22.68,1.28,0.95,15.84,1.7,13.4,0.0378,73.5323,0.0016,0.0264,97.4312,0.0223,277.982,375.376,272.591,360.486,261.637,378.799,257.273,366.134,265.186,371.129,265.113,370.687,265.285,371.62,NA,NA,benthopelagic,benthopelagic,demersal,freshwater,113.73,212,523.054,352,0.008341878,0.139240978,0.117785743,5.275652862,0.041835042,M43608-78963,NA,ark:/87602/m4/M78963,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43608,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA
Symphysodon_discus,NA,NA,1,50,600,21.53,1.37,1.28,15.21,1.62,14.64,0.0359,78.3432,0.0021,0.0253,92.5967,0.0244,346.277,353.872,343.079,339.006,331.065,358.194,327.089,344.106,335.616,348.663,335.419,348.006,335.715,349.254,NA,NA,benthopelagic,benthopelagic,demersal,freshwater,113.73,212,523.054,352,0.011277783,0.133703417,0.12871113,5.275652862,0.059572877,M43608-78963,NA,ark:/87602/m4/M78963,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43608,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA
Symphysodon_discus,NA,NA,1,60,600,20.79,1.31,1.48,13.45,1.86,16.61,0.0346,75.2061,0.0025,0.0224,106.5357,0.0277,397.189,337.936,394.032,324.857,383.84,343.799,378.969,327.924,387.119,333.443,386.916,332.732,387.322,334.154,NA,NA,benthopelagic,benthopelagic,demersal,freshwater,113.73,212,523.054,352,0.013002936,0.118303204,0.146007993,5.275652862,0.071132779,M43608-78963,NA,ark:/87602/m4/M78963,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43608,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA
Symphysodon_discus,NA,NA,1,70,600,20.24,1.39,1.01,14.53,1.74,14.58,0.0337,79.8202,0.0017,0.0242,99.411,0.0243,461.357,322.205,458.538,307.947,447.099,325.991,444.038,311.733,451.522,317.188,451.449,316.674,451.632,317.665,NA,NA,benthopelagic,benthopelagic,demersal,freshwater,113.73,212,523.054,352,0.008860942,0.127793949,0.128223656,5.275652862,0.049793123,M43608-78963,NA,ark:/87602/m4/M78963,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43608,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA
Symphysodon_discus,NA,NA,1,80,600,20.43,1.45,2.45,14.25,1.67,14.43,0.034,82.8651,0.0041,0.0237,95.773,0.0241,522.412,309.866,520.318,295.772,508.077,312.202,505.822,297.947,513.365,303.892,513.134,302.737,513.481,305.162,NA,NA,benthopelagic,benthopelagic,demersal,freshwater,113.73,212,523.054,352,0.021539618,0.125285393,0.126899299,5.275652862,0.119920577,M43608-78963,NA,ark:/87602/m4/M78963,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43608,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA
Symphysodon_discus,NA,NA,1,90,600,18.24,1.59,1.58,13.05,1.68,13.38,0.0304,91.3359,0.0026,0.0217,96.2402,0.0223,583.738,298.414,581.679,285.528,571.716,300.473,569.258,287.322,576.415,292.983,576.36,292.24,576.553,293.808,NA,NA,benthopelagic,benthopelagic,demersal,freshwater,113.73,212,523.054,352,0.013891086,0.114740725,0.117635941,5.275652862,0.086612978,M43608-78963,NA,ark:/87602/m4/M78963,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43608,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA
Cheilopogon_melanurus,NA,NA,1,30,1300,29.85,1.08,0.2,15.8,1.14,15.37,0.023,61.6927,2.00E-04,0.0122,65.3353,0.0118,1415.85,-278.651,1415.76,-294.452,1440.9,-279.262,1441.07,-294.627,1429.03,-286.307,1429.05,-286.411,1429.03,-286.217,NA,NA,pelagic,pelagic,pelagic,marine,125.484,1151,211.999,1201,0.001554208,0.125922479,0.122453384,10.35988652,0.006532661,M44743-81229,NA,ark:/87602/m4/M81229,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44743,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA
Cheilopogon_melanurus,NA,NA,1,40,1300,29.47,1.11,0.14,15.78,1.14,15.83,0.0227,63.6477,1.00E-04,0.0121,65.4768,0.0122,1306.99,-273.678,1305.9,-289.419,1332.18,-275.632,1330.55,-291.373,1319.08,-282.911,1319.07,-282.981,1319.11,-282.842,NA,NA,pelagic,pelagic,pelagic,marine,125.484,1151,211.999,1201,0.001152664,0.125742676,0.126113044,10.35988652,0.004908906,M44743-81229,NA,ark:/87602/m4/M81229,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44743,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA
Cheilopogon_melanurus,NA,NA,1,50,1300,30.35,1.19,0.17,16.89,1.15,16.22,0.0233,68.1675,1.00E-04,0.013,65.853,0.0125,1171.58,-258.271,1170.51,-275.125,1196.33,-260.738,1195.51,-276.934,1183.51,-267.282,1183.51,-267.356,1183.55,-267.195,NA,NA,pelagic,pelagic,pelagic,marine,125.484,1151,211.999,1201,0.001322037,0.134582346,0.129233567,10.35988652,0.005466552,M44743-81229,NA,ark:/87602/m4/M81229,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44743,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA
Cheilopogon_melanurus,NA,NA,1,60,1300,29.27,1.23,0.23,16.42,1.18,16.67,0.0225,70.4607,2.00E-04,0.0126,67.8942,0.0128,1038.84,-249.195,1038.1,-265.596,1063.13,-250.908,1061.67,-267.517,1050.08,-257.959,1050.08,-258.049,1050.03,-257.827,NA,NA,pelagic,pelagic,pelagic,marine,125.484,1151,211.999,1201,0.001813466,0.130834892,0.1328699,10.35988652,0.007773768,M44743-81229,NA,ark:/87602/m4/M81229,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44743,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA
Cheilopogon_melanurus,NA,NA,1,70,1300,28.33,1.21,0.42,16.1,1.21,15.83,0.0218,69.4453,3.00E-04,0.0124,69.3322,0.0122,912.159,-239.42,911.171,-255.485,934.897,-241.15,934.403,-256.968,923.217,-248.607,923.236,-248.797,923.236,-248.379,NA,NA,pelagic,pelagic,pelagic,marine,125.484,1151,211.999,1201,0.003331102,0.128266173,0.126117369,10.35988652,0.0147534,M44743-81229,NA,ark:/87602/m4/M81229,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44743,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA
Cheilopogon_melanurus,NA,NA,1,80,1300,28.12,1.5,0,16.68,1.28,17.95,0.0216,85.6817,0,0.0128,73.4596,0.0138,772.51,-229.056,771.677,-245.712,793.538,-231.138,792.289,-249.044,781.046,-238.217,781.046,-238.217,781.046,-238.217,NA,NA,pelagic,pelagic,pelagic,marine,125.484,1151,211.999,1201,0,0.132899947,0.143042204,10.35988652,0,M44743-81229,NA,ark:/87602/m4/M81229,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44743,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA
Cheilopogon_melanurus,NA,NA,1,90,1300,28.53,1.41,0,18.49,1.32,17.51,0.0219,80.6032,0,0.0142,75.4044,0.0135,661.813,-214.006,659.532,-232.359,684.002,-217.428,681.41,-234.744,671.456,-224.79,671.56,-224.79,671.56,-224.79,NA,NA,pelagic,pelagic,pelagic,marine,125.484,1151,211.999,1201,0,0.147382963,0.139531105,10.35988652,0,M44743-81229,NA,ark:/87602/m4/M81229,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44743,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA
Mugil_cephalus,NA,NA,1,30,1822,63.21,0.86,0.69,26.21,0.88,27.12,0.0347,49.1215,4.00E-04,0.0144,50.6137,0.0149,611.713,188.484,614.185,162.393,554.312,182.717,557.608,155.802,584.504,171.893,584.504,171.48,584.413,172.168,NA,NA,benthopelagic,benthopelagic,pelagic,marine,309.521,670,511.812,910,0.002242149,0.084672263,0.087606535,5.88651497,0.010979205,M40506-73118,NA,ark:/87602/m4/M73118,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/40506,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA
Mugil_cephalus,NA,NA,1,40,1822,67.36,0.87,0.86,29.89,0.92,28.61,0.037,50.1062,5.00E-04,0.0164,52.8547,0.0157,798.308,212.679,801.485,182.963,737.942,205.203,741.306,176.796,768.022,195.568,768.067,195.16,768.022,196.021,NA,NA,benthopelagic,benthopelagic,pelagic,marine,309.521,670,511.812,910,0.002785514,0.096553537,0.092418581,5.88651497,0.012800291,M40506-73118,NA,ark:/87602/m4/M73118,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/40506,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA
Mugil_cephalus,NA,NA,1,50,1822,68.38,0.89,1.2,31.37,0.97,29.83,0.0375,51.0429,7.00E-04,0.0172,55.514,0.0164,927.408,225.278,930.027,194.02,866.291,218.991,869.259,189.306,895.975,206.994,896.01,206.431,896.01,207.627,NA,NA,benthopelagic,benthopelagic,pelagic,marine,309.521,670,511.812,910,0.003864035,0.10134216,0.096384433,5.88651497,0.017491492,M40506-73118,NA,ark:/87602/m4/M73118,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/40506,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA
Mugil_cephalus,NA,NA,1,60,1822,72.13,0.89,0.84,32.38,1,32.94,0.0396,50.8679,5.00E-04,0.0178,57.4642,0.0181,1129.29,227.583,1128.35,195.215,1065.12,229.089,1064.37,196.156,1094.78,211.868,1094.72,211.483,1094.86,212.307,NA,NA,benthopelagic,benthopelagic,pelagic,marine,309.521,670,511.812,910,0.002700329,0.104618576,0.106427477,5.88651497,0.011588059,M40506-73118,NA,ark:/87602/m4/M73118,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/40506,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA
Mugil_cephalus,NA,NA,1,70,1822,68.3,1,1.51,32.71,1.03,33.05,0.0375,57.3989,8.00E-04,0.018,58.742,0.0181,1319.71,219.255,1317.88,186.596,1260.23,221.08,1258.95,188.056,1288.94,203.824,1288.98,203.062,1289.01,204.576,NA,NA,benthopelagic,benthopelagic,pelagic,marine,309.521,670,511.812,910,0.004892389,0.105680166,0.106774005,5.88651497,0.022170632,M40506-73118,NA,ark:/87602/m4/M73118,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/40506,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA
Mugil_cephalus,NA,NA,1,80,1822,64.42,1.07,1.31,32.32,1.08,33.09,0.0354,61.2156,7.00E-04,0.0177,61.877,0.0182,1496.36,214.675,1496.17,182.351,1441.73,214.864,1440.97,181.783,1468.95,198.125,1468.89,197.354,1469.01,198.658,NA,NA,benthopelagic,benthopelagic,pelagic,marine,309.521,670,511.812,910,0.004230762,0.104434137,0.106906248,5.88651497,0.020327692,M40506-73118,NA,ark:/87602/m4/M73118,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/40506,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA
Mugil_cephalus,NA,NA,1,90,1822,62.19,1.03,0.94,29.81,1.09,32.56,0.0341,58.7318,5.00E-04,0.0164,62.3396,0.0179,1668.99,224.634,1671.4,194.921,1615.6,220.703,1618.54,188.277,1643.79,207.664,1643.91,207.196,1643.83,208.132,NA,NA,benthopelagic,benthopelagic,pelagic,marine,309.521,670,511.812,910,0.003035053,0.096311967,0.1051916,5.88651497,0.015106623,M40506-73118,NA,ark:/87602/m4/M73118,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/40506,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA
Equetus_lanceolatus,Pareques_acuminatus,Sciaenidae,1,30,1993,45.54,1.46,0.6,33.16,1.66,32.72,0.0228,83.625,3.00E-04,0.0166,94.8811,0.0164,1790.91,-189.128,1793.35,-222.202,1823.76,-184.467,1826.89,-217.037,1810.49,-203.134,1810.45,-203.415,1810.49,-202.813,NA,NA,reef associated,reef associated,demersal,marine,295.575,1806,700.225,1836,0.002041199,0.112201242,0.11069966,6.742789478,0.013249635,M43529-78710,NA,ark:/87602/m4/M78710,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43529,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Sasaki, K. (1989). Phylogeny of the family Sciaenidae, with notes on its zoogeography (Teleostei, Perciformes). Memoirs of the Faculty of Fisheries, Hokkaido University 36, 1–137."
Equetus_lanceolatus,Pareques_acuminatus,Sciaenidae,1,40,1993,68.14,0.7,1.85,26.83,1.13,31.1,0.0342,39.9504,9.00E-04,0.0135,65.004,0.0156,1584.16,-207.895,1587.17,-234.552,1645.81,-202.1,1647.44,-233.161,1622.43,-220.653,1622.22,-221.474,1622.29,-219.627,NA,NA,reef associated,reef associated,demersal,marine,295.575,1806,700.225,1836,0.006253323,0.090760045,0.105231294,6.742789478,0.027126384,M43529-78710,NA,ark:/87602/m4/M78710,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43529,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Sasaki, K. (1989). Phylogeny of the family Sciaenidae, with notes on its zoogeography (Teleostei, Perciformes). Memoirs of the Faculty of Fisheries, Hokkaido University 36, 1–137."
Equetus_lanceolatus,Pareques_acuminatus,Sciaenidae,1,50,1993,71.48,0.44,1.6,17.22,0.73,24.14,0.0359,25.3793,8.00E-04,0.0086,42.0068,0.0121,1426.47,-212.917,1427.76,-230.088,1357.02,-211.123,1358.56,-235.213,1389.09,-220.329,1389.27,-221.174,1389.18,-219.579,NA,NA,reef associated,reef associated,demersal,marine,295.575,1806,700.225,1836,0.005404845,0.058257256,0.081668523,6.742789478,0.022350546,M43529-78710,NA,ark:/87602/m4/M78710,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43529,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Sasaki, K. (1989). Phylogeny of the family Sciaenidae, with notes on its zoogeography (Teleostei, Perciformes). Memoirs of the Faculty of Fisheries, Hokkaido University 36, 1–137."
Equetus_lanceolatus,Pareques_acuminatus,Sciaenidae,1,60,1993,82.19,0.74,3.91,27.21,0.68,28.55,0.0412,42.6391,0.002,0.0137,38.8295,0.0143,1153.96,-200.169,1162.17,-226.113,1232.44,-198.655,1231.58,-227.194,1191.56,-213.861,1191.63,-215.483,1191.41,-211.576,NA,NA,reef associated,reef associated,demersal,marine,295.575,1806,700.225,1836,0.013239243,0.092064762,0.096598003,6.742789478,0.047611432,M43529-78710,NA,ark:/87602/m4/M78710,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43529,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Sasaki, K. (1989). Phylogeny of the family Sciaenidae, with notes on its zoogeography (Teleostei, Perciformes). Memoirs of the Faculty of Fisheries, Hokkaido University 36, 1–137."
Equetus_lanceolatus,Pareques_acuminatus,Sciaenidae,1,70,1993,82.21,0.71,0,26.52,0.74,30.89,0.0412,40.4433,0,0.0133,42.5442,0.0155,937.096,-180.009,937.679,-206.52,1013.13,-181.757,1012.55,-212.638,973.221,-195.45,973.221,-195.45,973.221,-195.45,NA,NA,reef associated,reef associated,demersal,marine,295.575,1806,700.225,1836,0,0.089714656,0.104496139,6.742789478,0,M43529-78710,NA,ark:/87602/m4/M78710,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43529,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Sasaki, K. (1989). Phylogeny of the family Sciaenidae, with notes on its zoogeography (Teleostei, Perciformes). Memoirs of the Faculty of Fisheries, Hokkaido University 36, 1–137."
Equetus_lanceolatus,Pareques_acuminatus,Sciaenidae,1,80,1993,82.64,0.7,0,28.46,0.74,30.27,0.0415,40.0347,0,0.0143,42.1994,0.0152,778.111,-161.247,773.543,-189.341,855.084,-167.414,852.343,-197.563,814.656,-178.834,814.656,-178.834,814.656,-178.834,NA,NA,reef associated,reef associated,demersal,marine,295.575,1806,700.225,1836,0,0.096296875,0.102421865,6.742789478,0,M43529-78710,NA,ark:/87602/m4/M78710,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43529,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Sasaki, K. (1989). Phylogeny of the family Sciaenidae, with notes on its zoogeography (Teleostei, Perciformes). Memoirs of the Faculty of Fisheries, Hokkaido University 36, 1–137."
Equetus_lanceolatus,Pareques_acuminatus,Sciaenidae,1,90,1993,82.47,0.75,1.1,29.52,0.71,29.02,0.0414,42.7697,6.00E-04,0.0148,40.5963,0.0146,614.698,-143.067,611.949,-172.459,690.821,-149.622,689.129,-178.591,650.861,-161.18,650.861,-161.722,650.904,-160.62,NA,NA,reef associated,reef associated,demersal,marine,295.575,1806,700.225,1836,0.003731163,0.099874061,0.098175998,6.742789478,0.013371987,M43529-78710,NA,ark:/87602/m4/M78710,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43529,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Sasaki, K. (1989). Phylogeny of the family Sciaenidae, with notes on its zoogeography (Teleostei, Perciformes). Memoirs of the Faculty of Fisheries, Hokkaido University 36, 1–137."
Novumbra_hubbsi,NA,NA,1,30,1806,46.03,1.26,5.72,28.8,1.39,26.66,0.0255,71.9391,0.0032,0.0159,79.3689,0.0148,641.423,124.083,643.094,95.3271,606.209,120.529,606.694,93.8765,622.498,107.91,622.541,105.162,622.41,110.876,NA,NA,demersal,demersal,demersal,freshwater,297.358,649,394.673,790,0.019220944,0.096867782,0.089645856,6.073487177,0.12417564,M38791-70431,NA,ark:/87602/m4/M70431,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/38791,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA
Novumbra_hubbsi,NA,NA,1,40,1806,47.4,1.05,4.37,28.3,1.44,25.6,0.0262,60.3306,0.0024,0.0157,82.4212,0.0142,796.425,138.315,799.603,110.191,757.815,132.436,760.834,107.013,773.882,121.031,774.014,119.051,773.662,123.407,NA,NA,demersal,demersal,demersal,freshwater,297.358,649,394.673,790,0.01469676,0.095181521,0.086096983,6.073487177,0.09220292,M38791-70431,NA,ark:/87602/m4/M70431,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/38791,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA
Novumbra_hubbsi,NA,NA,1,50,1806,46.69,1.1,4.58,29.51,1.47,25.84,0.0259,63.0844,0.0025,0.0163,84.1023,0.0143,991.408,151.675,992.121,122.173,952.642,149.253,954.21,123.456,967.732,137.109,967.634,134.844,967.634,139.424,NA,NA,demersal,demersal,demersal,freshwater,297.358,649,394.673,790,0.01540231,0.099242713,0.086914122,6.073487177,0.098092751,M38791-70431,NA,ark:/87602/m4/M70431,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/38791,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA
Novumbra_hubbsi,NA,NA,1,60,1806,48.68,1.03,6.15,28.77,1.51,26.9,0.027,59.2038,0.0034,0.0159,86.4207,0.0149,1154.76,154.119,1154.19,125.356,1114.64,152.824,1115.07,125.931,1129.17,139.264,1129.17,136.524,1129.11,142.674,NA,NA,demersal,demersal,demersal,freshwater,297.358,649,394.673,790,0.020683125,0.096747514,0.090451367,6.073487177,0.126338143,M38791-70431,NA,ark:/87602/m4/M70431,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/38791,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA
Novumbra_hubbsi,NA,NA,1,70,1806,45.86,1.21,6.34,27.58,1.32,26.95,0.0254,69.4255,0.0035,0.0153,75.7444,0.0149,1352.05,158.742,1353.91,131.229,1314.88,156.361,1316.74,129.473,1333.12,143.681,1333.23,140.706,1333.18,147.048,NA,NA,demersal,demersal,demersal,freshwater,297.358,649,394.673,790,0.02132849,0.09273603,0.090639084,6.073487177,0.13828387,M38791-70431,NA,ark:/87602/m4/M70431,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/38791,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA
Novumbra_hubbsi,NA,NA,1,80,1806,44.12,1.4,6.16,26.51,1.07,24.67,0.0244,79.9925,0.0034,0.0147,61.3714,0.0137,1543.6,170.478,1544.83,144,1506.75,167.749,1508.94,143.181,1528.57,155.132,1528.57,152.162,1528.6,158.326,NA,NA,demersal,demersal,demersal,freshwater,297.358,649,394.673,790,0.020729468,0.089140207,0.082948552,6.073487177,0.139716295,M38791-70431,NA,ark:/87602/m4/M70431,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/38791,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA
Novumbra_hubbsi,NA,NA,1,90,1806,42.56,1.35,6.49,25.39,1.28,26.83,0.0236,77.4022,0.0036,0.0141,73.3052,0.0149,1722.09,190.692,1724.92,165.459,1687.75,186.661,1692.37,160.234,1708.01,174.833,1708.15,172.012,1707.67,178.486,NA,NA,demersal,demersal,demersal,freshwater,297.358,649,394.673,790,0.021831496,0.085389339,0.090220534,6.073487177,0.152548418,M38791-70431,NA,ark:/87602/m4/M70431,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/38791,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA
Elops_saurus,NA,NA,1,30,1207,20.66,2.09,9.36,17.54,2.1,17.64,0.0171,119.6057,0.0078,0.0145,120.1252,0.0146,1221.6,298.726,1217.48,281.678,1231.57,295.843,1227.04,278.796,1224.36,288.483,1223.15,284.222,1225.26,293.346,NA,NA,pelagic,reef associated,pelagic,marine,126.424,1239,232.67,1229,0.074074542,0.138729807,0.139519597,9.547237866,0.453301397,M16466-30622,NA,ark:/87602/m4/M30622,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16466,Morphosource,"Biodiversity Research and Teaching Collections, Texas A&M University, College Station, Texas, USA",NA
Elops_saurus,NA,NA,1,40,1207,21.2,2.21,9.67,18.65,2.15,18.92,0.0176,126.7279,0.008,0.0155,123.1088,0.0157,1100.61,338.335,1097.82,319.895,1110.6,336.778,1107.16,318.174,1103.8,328.173,1103.39,323.419,1104.62,333.008,NA,NA,pelagic,reef associated,pelagic,marine,126.424,1239,232.67,1229,0.076469384,0.14751844,0.149650115,9.547237866,0.456053554,M16466-30622,NA,ark:/87602/m4/M30622,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16466,Morphosource,"Biodiversity Research and Teaching Collections, Texas A&M University, College Station, Texas, USA",NA
Elops_saurus,NA,NA,1,50,1207,21.48,2.17,10.01,19.27,2.06,19.63,0.0178,124.5572,0.0083,0.016,117.9394,0.0163,975.012,330.736,978.808,311.843,984.995,334.118,989.698,315.06,981.876,322.277,982.733,317.791,980.616,327.57,NA,NA,pelagic,reef associated,pelagic,marine,126.424,1239,232.67,1229,0.079142607,0.15242814,0.155268869,9.547237866,0.465793857,M16466-30622,NA,ark:/87602/m4/M30622,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16466,Morphosource,"Biodiversity Research and Teaching Collections, Texas A&M University, College Station, Texas, USA",NA
Elops_saurus,NA,NA,1,60,1207,22.65,2.21,10.95,19.56,1.96,20.02,0.0188,126.7253,0.0091,0.0162,112.1834,0.0166,859.121,298.916,864.669,280.16,869.6,302.878,876.116,283.947,866.59,290.959,867.698,286.123,865.28,296.802,NA,NA,pelagic,reef associated,pelagic,marine,126.424,1239,232.67,1229,0.086607979,0.15471225,0.158364032,9.547237866,0.483471263,M16466-30622,NA,ark:/87602/m4/M30622,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16466,Morphosource,"Biodiversity Research and Teaching Collections, Texas A&M University, College Station, Texas, USA",NA
